,total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest
14207,2,4800000.0,55.0,2,2.6,10.0,31.1,10,,False,False,8.3,0.0,36676.0,11913.0,0.0,,0.0,
14208,6,11400000.0,70.0,2,3.0,14.0,29.0,8,,False,False,18.0,1.0,19553.0,4762.0,0.0,,1.0,533.0
14209,9,8900000.0,89.0,3,3.1,5.0,59.0,1,,False,False,10.0,,14747.0,8036.0,0.0,,0.0,
14210,8,4200000.0,44.0,2,,5.0,27.0,3,,False,False,7.0,1.0,45296.0,18018.0,0.0,,0.0,
14211,5,4950000.0,33.0,1,2.7,16.0,16.0,14,,False,False,8.0,2.0,22943.0,11827.0,1.0,856.0,1.0,686.0
14212,15,9950000.0,77.8,3,3.0,7.0,48.2,5,,False,False,10.2,,27263.0,7208.0,1.0,646.0,0.0,
14213,10,5999000.0,71.4,3,2.68,12.0,43.3,9,False,False,False,10.8,2.0,15662.0,16966.0,0.0,,0.0,
14214,19,4900000.0,42.0,1,27.5,24.0,37.7,19,False,False,False,11.0,2.0,42742.0,9760.0,0.0,,0.0,
14215,9,5000000.0,65.0,3,2.5,16.0,40.4,1,,False,False,11.0,,13552.0,12348.0,0.0,,0.0,
14216,3,13000000.0,95.0,3,2.8,20.0,50.0,15,False,False,False,20.0,5.0,35742.0,15032.0,0.0,,0.0,
14217,5,2655000.0,26.18,1,,25.0,18.23,11,,False,False,,2.0,34495.0,15129.0,0.0,,0.0,
14218,12,5399000.0,60.3,4,2.5,5.0,44.0,2,,False,False,7.4,,17590.0,17498.0,1.0,667.0,0.0,
14219,8,4000000.0,42.0,2,,6.0,24.0,1,,False,False,15.4,0.0,25706.0,4571.0,0.0,,1.0,655.0
14220,13,3150000.0,30.0,1,,3.0,17.0,3,,False,False,5.3,,41654.0,12504.0,1.0,152.0,0.0,
14221,12,7180000.0,74.5,3,,26.0,46.0,5,,False,False,9.6,,39141.0,15985.0,0.0,,0.0,
14222,20,4800000.0,38.0,1,,6.0,18.0,2,,False,False,8.0,,20644.0,2004.0,2.0,393.0,3.0,239.0
14223,6,3770000.0,45.0,2,2.6,9.0,27.0,2,False,False,False,7.0,0.0,22882.0,12503.0,0.0,,0.0,
14224,9,3000000.0,31.0,1,,5.0,17.0,3,,False,False,6.0,0.0,21225.0,14930.0,1.0,763.0,2.0,751.0
14225,4,3200000.0,33.3,1,2.68,9.0,17.4,5,,False,False,7.8,0.0,28185.0,11382.0,1.0,152.0,0.0,
14226,3,3521100.0,36.2,1,2.58,25.0,15.5,18,False,False,False,9.4,1.0,41466.0,11538.0,0.0,,0.0,
14227,20,3640000.0,39.0,1,,18.0,19.0,9,,False,False,10.0,1.0,42462.0,21778.0,0.0,,1.0,1271.0
14228,7,4110000.0,42.2,2,2.5,5.0,28.0,2,,False,False,6.0,1.0,39932.0,11635.0,1.0,387.0,0.0,
14229,20,3600000.0,25.5,1,2.7,15.0,17.0,10,False,False,False,,2.0,18119.0,13347.0,0.0,,0.0,
14230,11,3990000.0,42.0,2,2.5,5.0,,5,,False,False,,,42994.0,11693.0,1.0,853.0,0.0,
14231,16,5500000.0,42.0,1,3.0,5.0,10.5,1,,False,False,22.0,,,,,,,
14232,16,4190000.0,32.0,1,,17.0,16.0,17,False,False,False,9.0,,33564.0,14616.0,0.0,,1.0,859.0
14233,17,4600000.0,39.0,2,2.4,9.0,23.8,8,,False,False,7.4,,12384.0,12296.0,0.0,,1.0,396.0
14234,14,7100000.0,72.4,3,3.2,7.0,36.4,1,,False,False,14.5,,24161.0,4728.0,1.0,127.0,0.0,
14235,9,5150000.0,38.0,1,,25.0,15.3,13,False,False,False,10.6,2.0,11779.0,12323.0,0.0,,1.0,310.0
14236,4,10450000.0,80.5,2,,8.0,36.5,5,False,False,False,16.5,0.0,15904.0,7954.0,1.0,646.0,0.0,
14237,6,8300000.0,68.0,2,,15.0,33.2,7,,False,False,15.0,,35596.0,14887.0,0.0,,0.0,
14238,14,6899000.0,51.0,1,2.5,25.0,22.0,6,,False,False,11.0,,35265.0,11242.0,0.0,,0.0,
14239,16,3300000.0,44.8,2,,5.0,28.0,2,,False,False,,0.0,17274.0,17479.0,0.0,,0.0,
14240,13,4200000.0,33.5,1,2.5,9.0,17.3,4,,False,False,8.0,,45204.0,17928.0,0.0,,0.0,
14241,12,8300000.0,61.0,2,,12.0,27.4,9,,False,False,11.5,1.0,39946.0,10720.0,1.0,2102.0,3.0,303.0
14242,8,4700000.0,46.0,2,2.5,9.0,29.3,5,,False,False,7.5,,16874.0,16782.0,0.0,,1.0,644.0
14243,13,8200000.0,80.0,3,2.65,12.0,47.0,8,,False,False,15.0,,36274.0,13188.0,2.0,320.0,2.0,488.0
14244,17,10450000.0,109.3,5,3.3,7.0,67.0,6,False,False,False,9.5,,24823.0,5042.0,1.0,711.0,0.0,
14245,4,1870000.0,20.0,1,2.5,5.0,14.0,1,,False,False,2.0,,16652.0,15654.0,1.0,619.0,1.0,937.0
14246,16,6900000.0,46.0,2,,17.0,27.0,16,,False,False,9.0,,33564.0,14616.0,0.0,,1.0,859.0
14247,14,3600000.0,29.0,1,2.55,9.0,15.1,3,,False,False,6.6,,30081.0,12942.0,0.0,,0.0,
14248,13,21000000.0,118.9,4,3.4,6.0,82.4,2,,False,False,11.5,,26248.0,4950.0,3.0,330.0,1.0,181.0
14249,4,2700000.0,25.7,0,2.7,24.0,18.5,19,,True,False,,2.0,41606.0,11678.0,0.0,,0.0,
14250,15,14000000.0,137.0,5,3.0,7.0,90.0,4,False,False,False,23.0,1.0,23546.0,3088.0,1.0,347.0,0.0,
14251,14,10700000.0,65.0,2,3.1,15.0,34.0,13,,False,False,,5.0,35596.0,14887.0,0.0,,0.0,
14252,20,3200000.0,32.5,1,,9.0,17.9,2,False,False,False,6.3,0.0,45258.0,16829.0,1.0,701.0,0.0,
14253,13,8000000.0,77.2,2,,3.0,30.9,3,False,False,False,19.7,,24482.0,4734.0,1.0,757.0,0.0,
14254,6,5340000.0,58.0,2,2.53,16.0,30.8,5,,False,False,8.1,0.0,19426.0,21138.0,0.0,,2.0,390.0
14255,14,5800000.0,74.0,4,,9.0,54.0,1,,False,False,7.0,,19166.0,12730.0,0.0,,0.0,
14256,20,8865000.0,104.5,4,3.0,5.0,72.2,3,,False,False,9.4,,43263.0,8390.0,2.0,566.0,0.0,
14257,5,11403209.0,108.4,4,2.7,10.0,68.7,7,False,False,False,10.7,,23609.0,5299.0,0.0,,1.0,433.0
14258,2,8100000.0,58.0,2,,7.0,31.2,6,,False,False,10.7,,23808.0,5332.0,1.0,2245.0,1.0,1018.0
14259,3,5127100.0,64.9,2,,24.0,31.8,1,,False,False,11.1,,42087.0,21403.0,0.0,,1.0,484.0
14260,6,5450000.0,67.3,3,2.5,9.0,44.0,7,False,False,False,8.8,1.0,25221.0,14442.0,0.0,,0.0,
14261,10,7400000.0,79.8,3,2.6,10.0,49.1,1,,False,False,10.9,,12534.0,12447.0,0.0,,1.0,545.0
14262,11,3499000.0,36.0,1,2.7,12.0,19.8,6,,False,False,8.0,0.0,29906.0,12738.0,1.0,655.0,0.0,
14263,9,4300000.0,35.6,1,2.5,9.0,18.0,8,,False,False,7.0,1.0,30220.0,7467.0,0.0,,1.0,371.0
14264,2,9016000.0,78.4,3,2.6,25.0,45.18,2,,False,False,10.72,0.0,43396.0,12153.0,0.0,,0.0,
14265,0,5100000.0,58.0,3,,9.0,38.0,3,,False,False,7.1,2.0,50463.0,16169.0,0.0,,0.0,
14266,7,5100000.0,47.0,2,2.5,9.0,28.4,9,,False,False,9.0,1.0,44452.0,14031.0,2.0,267.0,0.0,
14267,17,8300000.0,69.6,2,3.55,5.0,47.0,4,,False,False,7.5,0.0,23857.0,3423.0,3.0,268.0,3.0,223.0
14268,19,5390000.0,50.8,2,,10.0,30.5,6,,False,False,8.6,2.0,29709.0,11493.0,2.0,479.0,1.0,439.0
14269,10,8000000.0,70.6,2,,4.0,44.4,2,,False,False,10.6,,19802.0,3904.0,0.0,,1.0,391.0
14270,7,3750000.0,45.0,2,,9.0,28.0,3,,False,False,8.5,0.0,42715.0,15218.0,2.0,334.0,0.0,
14271,15,20300000.0,130.0,3,3.7,4.0,,3,,False,False,,,23655.0,4148.0,1.0,660.0,1.0,1293.0
14272,15,5850000.0,54.6,2,3.0,7.0,33.1,3,,False,False,8.0,,16093.0,8414.0,0.0,,0.0,
14273,12,14500000.0,111.0,3,2.8,25.0,65.4,21,,False,False,12.0,,36533.0,9289.0,1.0,674.0,0.0,
14274,7,5616379.0,47.4,1,3.0,4.0,20.52,3,True,False,False,14.04,2.0,44870.0,20802.0,0.0,,0.0,
14275,19,7300000.0,45.0,1,2.8,16.0,18.0,11,,False,False,13.0,,9989.0,11323.0,1.0,744.0,1.0,1157.0
14276,7,8500000.0,113.0,4,,25.0,62.0,3,,False,False,14.0,0.0,33793.0,13662.0,0.0,,0.0,
14277,18,5750000.0,57.1,3,2.6,9.0,38.8,2,,False,False,7.0,2.0,35790.0,12539.0,1.0,306.0,1.0,129.0
14278,20,3450000.0,31.5,1,2.5,5.0,18.0,3,,False,False,5.5,,44214.0,14119.0,0.0,,0.0,
14279,18,4800000.0,40.0,1,2.69,12.0,20.0,6,,False,False,8.0,2.0,36832.0,11510.0,0.0,,0.0,
14280,15,4700000.0,47.3,2,2.57,10.0,28.5,5,,False,False,6.9,2.0,17625.0,15500.0,1.0,812.0,0.0,
14281,15,5050000.0,58.0,3,,5.0,43.6,3,,False,False,5.7,1.0,39923.0,9183.0,0.0,,0.0,
14282,4,7100000.0,127.0,3,2.75,5.0,,3,,False,False,26.5,,22535.0,9637.0,1.0,185.0,1.0,656.0
14283,20,15000000.0,59.0,2,,12.0,30.0,9,,False,False,13.0,0.0,17313.0,7963.0,0.0,,0.0,
14284,6,7900000.0,85.6,3,,5.0,61.3,1,,False,False,7.0,0.0,25474.0,4049.0,1.0,551.0,0.0,
14285,7,6100000.0,70.3,3,2.6,9.0,44.2,2,,False,False,8.8,0.0,25195.0,14409.0,0.0,,0.0,
14286,1,10650000.0,106.9,3,,25.0,56.0,5,,False,False,15.9,2.0,19413.0,4622.0,0.0,,1.0,903.0
14287,5,15000000.0,102.18,3,3.0,19.0,52.6,17,,False,False,10.0,2.0,18907.0,4500.0,0.0,,0.0,
14288,0,5170000.0,64.2,3,,15.0,42.0,14,,False,False,10.3,,15856.0,11100.0,0.0,,0.0,
14289,3,3100000.0,22.7,0,3.33,5.0,17.0,2,,True,False,,,20081.0,3363.0,1.0,170.0,1.0,546.0
14290,4,5318994.0,48.1,1,,3.0,,3,,False,False,16.8,,45767.0,21700.0,0.0,,1.0,576.0
14291,5,13043097.0,107.9,4,2.75,11.0,67.6,6,,False,False,10.9,2.0,24327.0,5954.0,0.0,,2.0,515.0
14292,11,3150000.0,30.7,1,2.6,5.0,15.7,1,,False,False,7.3,,19775.0,15371.0,1.0,76.0,2.0,765.0
14293,15,5300000.0,55.0,2,2.7,6.0,32.0,4,,False,False,8.0,1.0,37848.0,12746.0,1.0,644.0,1.0,663.0
14294,15,4390000.0,42.8,1,3.1,14.0,15.8,11,False,False,False,9.3,2.0,15674.0,15582.0,0.0,,1.0,640.0
14295,20,6800000.0,60.0,2,2.5,3.0,34.0,3,,False,False,9.1,,21485.0,1384.0,1.0,347.0,2.0,82.0
14296,8,8500000.0,90.0,4,2.5,9.0,59.1,4,,False,False,7.5,1.0,30003.0,7037.0,0.0,,1.0,153.0
14297,1,10379600.0,67.4,2,,14.0,36.0,12,False,False,False,12.35,2.0,27314.0,6017.0,1.0,658.0,3.0,592.0
14298,5,11900000.0,70.0,2,3.0,6.0,40.0,2,,False,False,12.0,,51465.0,15116.0,0.0,,0.0,
14299,6,12000000.0,98.0,3,3.4,2.0,68.0,2,,False,False,10.0,,21849.0,1325.0,0.0,,3.0,235.0
14300,9,7850000.0,72.5,2,3.1,4.0,47.2,3,,False,False,8.4,,26342.0,5044.0,3.0,171.0,1.0,774.0
14301,11,3300000.0,40.5,1,2.6,19.0,18.84,18,False,False,False,12.25,1.0,34155.0,15319.0,0.0,,0.0,
14302,10,9300000.0,147.8,4,,5.0,108.0,4,,False,False,10.8,,19904.0,1579.0,3.0,441.0,3.0,157.0
14303,6,4050000.0,34.0,1,2.7,10.0,16.0,4,,False,False,9.0,,50355.0,15683.0,0.0,,0.0,
14304,10,5250000.0,29.6,1,3.0,5.0,16.4,5,,False,False,6.2,1.0,22481.0,2733.0,2.0,332.0,3.0,50.0
14305,2,5100000.0,33.0,1,2.5,22.0,17.0,9,,False,False,6.0,,9310.0,10644.0,2.0,516.0,0.0,
14306,15,13900000.0,108.0,2,,5.0,46.4,4,,False,False,27.9,,25278.0,5408.0,1.0,789.0,1.0,297.0
14307,17,6350000.0,65.5,2,,25.0,24.0,16,,False,False,20.9,2.0,22735.0,11618.0,1.0,835.0,1.0,652.0
14308,9,4100000.0,35.3,1,2.75,27.0,8.5,11,,False,False,16.1,2.0,33977.0,15076.0,0.0,,0.0,
14309,9,3490000.0,35.0,1,,3.0,22.0,1,,False,False,7.0,,21613.0,3940.0,0.0,,3.0,358.0
14310,2,3965000.0,35.7,1,,16.0,14.0,14,,False,False,10.0,,30135.0,8982.0,0.0,,0.0,
14311,10,2982847.0,33.95,1,,5.0,11.0,5,,False,False,,,47303.0,25866.0,1.0,251.0,1.0,350.0
14312,1,40488000.0,144.6,3,3.0,11.0,82.9,8,False,False,False,16.2,,28282.0,6941.0,2.0,365.0,3.0,215.0
14313,7,7203654.0,48.0,1,,19.0,17.0,16,,False,False,13.0,0.0,19325.0,4670.0,0.0,,1.0,436.0
14314,11,5200000.0,36.0,1,2.8,6.0,17.0,2,,False,False,8.0,2.0,34071.0,12184.0,0.0,,0.0,
14315,14,4000000.0,32.6,1,2.5,12.0,18.3,7,,False,False,7.7,,13037.0,9869.0,0.0,,0.0,
14316,12,6500000.0,52.0,2,2.7,16.0,32.6,12,,False,False,10.0,,35712.0,12627.0,0.0,,1.0,1177.0
14317,16,4690000.0,40.0,1,2.7,24.0,20.5,13,,False,False,10.5,0.0,44012.0,9700.0,0.0,,0.0,
14318,0,7000000.0,78.2,3,,16.0,51.6,1,,False,False,11.1,0.0,41935.0,9551.0,0.0,,0.0,
14319,13,6800000.0,49.0,2,2.49,8.0,32.8,2,,False,False,6.5,,26911.0,5614.0,1.0,155.0,1.0,136.0
14320,4,4500000.0,43.7,2,2.5,5.0,30.0,5,,False,False,5.5,,39730.0,11433.0,0.0,,0.0,
14321,9,3790000.0,45.3,2,,9.0,28.2,8,,False,False,7.0,1.0,33230.0,13799.0,1.0,512.0,1.0,422.0
14322,4,4200000.0,45.8,2,2.55,9.0,28.0,7,,False,False,7.0,,46277.0,13906.0,1.0,333.0,1.0,397.0
14323,9,4600000.0,46.0,1,2.55,9.0,18.5,7,,False,False,13.5,2.0,34491.0,14877.0,1.0,471.0,2.0,516.0
14324,8,3940000.0,31.23,1,2.75,13.0,14.31,5,,False,False,8.48,1.0,33831.0,14995.0,1.0,623.0,0.0,
14325,4,3820000.0,33.54,1,,12.0,15.85,5,,False,False,10.15,,20484.0,19489.0,0.0,,1.0,988.0
14326,11,10500000.0,86.0,3,2.5,14.0,49.0,8,,False,False,14.0,,10590.0,13966.0,0.0,,0.0,
14327,5,4800000.0,54.1,3,2.5,5.0,37.9,4,,False,False,5.2,,40457.0,9717.0,2.0,656.0,0.0,
14328,10,5461890.0,50.34,2,,5.0,21.0,1,,False,False,,,47204.0,25767.0,1.0,297.0,1.0,465.0
14329,0,7300000.0,62.4,2,2.7,16.0,33.0,8,,False,False,18.0,,30571.0,11470.0,1.0,721.0,0.0,
14330,16,8490000.0,59.6,3,3.02,6.0,37.7,6,,False,False,8.5,,21727.0,4515.0,0.0,,1.0,76.0
14331,6,18500000.0,110.0,2,3.0,6.0,72.0,5,False,False,False,10.0,,20203.0,3943.0,1.0,559.0,1.0,346.0
14332,7,4150000.0,37.0,1,2.7,25.0,15.8,13,,False,False,,,32822.0,11968.0,0.0,,0.0,
14333,10,14400000.0,105.3,3,3.06,6.0,57.2,3,,False,False,19.2,,27154.0,5856.0,1.0,350.0,1.0,178.0
14334,12,12150000.0,84.1,3,2.7,15.0,36.4,10,,False,False,28.56,2.0,29693.0,8632.0,2.0,729.0,2.0,356.0
14335,19,11800000.0,90.0,3,3.0,16.0,47.0,10,,False,False,20.0,,38642.0,12548.0,0.0,,0.0,
14336,0,9680000.0,88.5,3,,6.0,53.5,1,,False,False,28.0,,53300.0,17793.0,0.0,,2.0,381.0
14337,14,4100000.0,41.4,1,2.8,18.0,21.0,18,,False,False,12.0,2.0,10823.0,14782.0,0.0,,0.0,
14338,13,4000000.0,47.0,2,,9.0,28.0,2,,False,False,6.0,0.0,44827.0,18398.0,0.0,,1.0,281.0
14339,19,4950000.0,46.32,2,2.6,9.0,30.0,6,,False,False,6.1,,13491.0,14570.0,0.0,,1.0,797.0
14340,0,8320000.0,89.0,3,,16.0,48.0,14,False,False,False,,2.0,30440.0,11829.0,1.0,722.0,0.0,
14341,7,3758556.0,34.9,1,,7.0,12.71,5,,False,False,11.71,,54723.0,19216.0,1.0,434.0,1.0,429.0
14342,18,5990000.0,71.0,2,2.6,10.0,39.4,4,,False,False,12.6,2.0,36144.0,16446.0,0.0,,2.0,718.0
14343,20,14343480.0,93.2,2,3.0,13.0,41.17,2,False,False,False,18.34,,39946.0,10720.0,1.0,2102.0,3.0,303.0
14344,1,2800000.0,34.0,1,,9.0,18.0,4,,False,False,6.3,,46481.0,16088.0,0.0,,0.0,
14345,12,3349000.0,36.0,1,2.6,12.0,21.3,10,,False,False,7.2,,37153.0,11468.0,0.0,,0.0,
14346,6,3900000.0,40.0,1,,16.0,20.0,16,,False,False,10.0,,32654.0,13502.0,0.0,,0.0,
14347,15,7100000.0,93.6,3,,6.0,49.2,2,,False,False,10.0,,26614.0,5317.0,1.0,140.0,0.0,
14348,7,4130000.0,41.0,1,,24.0,19.2,20,False,False,False,10.5,0.0,37948.0,14769.0,0.0,,0.0,
14349,11,3800000.0,39.0,1,,12.0,20.0,2,,False,False,10.0,,21188.0,22900.0,0.0,,2.0,329.0
14350,7,6700000.0,77.5,3,2.6,18.0,47.2,10,,False,False,13.9,,15114.0,12702.0,0.0,,0.0,
14351,6,4000000.0,39.0,1,,16.0,17.6,7,,False,False,10.3,0.0,50268.0,13538.0,3.0,618.0,1.0,411.0
14352,4,11066961.0,86.8,3,2.75,10.0,45.85,8,,False,False,,,17518.0,6168.0,0.0,,0.0,
14353,13,12300000.0,120.0,4,3.1,4.0,78.0,4,False,False,False,14.0,,20641.0,772.0,2.0,605.0,2.0,110.0
14354,10,5350000.0,39.4,1,,12.0,15.0,4,,False,False,10.3,2.0,39946.0,10720.0,1.0,2102.0,3.0,303.0
14355,8,3600000.0,42.44,1,,18.0,18.79,6,,False,False,11.0,,32158.0,8297.0,0.0,,1.0,564.0
14356,8,6550000.0,63.0,3,2.6,9.0,40.0,4,False,False,False,10.0,1.0,33792.0,14093.0,1.0,310.0,2.0,367.0
14357,5,4000000.0,41.8,2,,5.0,,3,,False,False,,,22374.0,14566.0,0.0,,1.0,193.0
14358,15,46000000.0,129.0,3,3.0,10.0,51.0,8,,False,False,35.0,2.0,26933.0,5780.0,1.0,625.0,1.0,283.0
14359,10,4000000.0,45.0,2,2.5,5.0,28.2,5,,False,False,5.3,,51270.0,12080.0,1.0,674.0,1.0,916.0
14360,9,5950000.0,64.5,3,2.7,14.0,42.1,8,,False,False,10.4,2.0,14762.0,10568.0,0.0,,1.0,935.0
14361,20,9300000.0,65.6,2,3.2,7.0,34.0,4,,False,False,14.0,,26086.0,4788.0,2.0,161.0,0.0,
14362,16,11000000.0,131.3,6,3.0,4.0,104.8,2,False,False,False,8.9,,25275.0,3850.0,1.0,364.0,0.0,
14363,9,5000000.0,46.11,2,2.6,5.0,30.62,5,,False,False,6.58,,27396.0,8153.0,0.0,,1.0,893.0
14364,18,4800000.0,37.7,1,2.5,16.0,,4,,False,False,,,36520.0,12041.0,1.0,718.0,0.0,
14365,20,13400000.0,102.0,3,2.75,25.0,50.7,12,,False,False,15.5,,36421.0,9176.0,1.0,805.0,0.0,
14366,2,4700000.0,72.0,3,2.8,13.0,30.5,4,False,False,False,10.0,1.0,51678.0,14945.0,0.0,,2.0,580.0
14367,12,6200000.0,51.0,2,,35.0,27.0,13,,False,False,19.0,,18732.0,20444.0,0.0,,3.0,80.0
14368,8,15000000.0,110.0,3,3.1,5.0,67.0,5,,False,False,16.0,,24266.0,4834.0,1.0,185.0,0.0,
14369,8,4650000.0,60.0,3,,9.0,,5,,False,False,7.2,,50741.0,16069.0,0.0,,0.0,
14370,4,12054000.0,78.15,3,2.84,9.0,46.5,6,False,False,False,14.85,2.0,27370.0,6072.0,1.0,763.0,3.0,587.0
14371,4,4665000.0,38.7,1,,24.0,19.2,13,,False,False,10.3,1.0,17430.0,14898.0,2.0,378.0,0.0,
14372,8,3990000.0,35.0,1,,17.0,17.2,13,,False,False,9.0,2.0,18849.0,17852.0,0.0,,2.0,261.0
14373,11,4500000.0,51.3,2,2.55,9.0,31.0,8,,False,False,8.0,1.0,25834.0,14115.0,0.0,,0.0,
14374,11,3750000.0,46.9,2,2.55,5.0,30.0,1,,False,False,5.9,2.0,42458.0,14962.0,1.0,230.0,0.0,
14375,17,4100000.0,32.0,1,2.5,9.0,16.0,4,,False,False,9.0,,46911.0,16431.0,0.0,,0.0,
14376,6,6519750.0,86.9,3,2.8,17.0,,2,,False,False,,,10207.0,15070.0,0.0,,0.0,
14377,0,4900000.0,40.0,1,2.9,16.0,15.6,9,,False,False,8.5,0.0,30139.0,11004.0,1.0,379.0,0.0,
14378,1,8931645.0,70.5,2,3.1,16.0,34.32,5,,False,False,15.18,0.0,37407.0,8434.0,1.0,456.0,2.0,454.0
14379,10,4400000.0,65.0,2,2.5,9.0,34.8,1,,False,False,11.0,2.0,41011.0,16878.0,0.0,,0.0,
14380,1,8772000.0,93.0,3,,25.0,54.0,11,,False,False,15.0,,42507.0,9798.0,0.0,,0.0,
14381,6,4250000.0,40.0,1,2.65,18.0,16.0,10,,False,False,8.0,,15493.0,14289.0,0.0,,0.0,
14382,7,3800000.0,36.8,1,,16.0,16.0,14,,False,False,10.0,1.0,32740.0,13904.0,1.0,355.0,1.0,460.0
14383,8,4900000.0,76.7,4,,9.0,46.9,1,False,False,False,7.6,0.0,21190.0,22902.0,0.0,,1.0,450.0
14384,15,4600000.0,47.0,2,2.5,5.0,30.0,2,,False,False,6.0,1.0,13291.0,13203.0,0.0,,0.0,
14385,9,6700000.0,70.9,3,2.6,16.0,42.0,3,,False,False,10.6,2.0,32181.0,11312.0,1.0,315.0,0.0,
14386,12,3100000.0,30.9,1,2.51,9.0,15.4,7,,False,False,8.0,,36179.0,10101.0,1.0,535.0,0.0,
14387,6,3900000.0,34.2,1,3.0,5.0,17.0,3,,False,False,6.7,1.0,29826.0,8532.0,3.0,120.0,1.0,580.0
14388,9,3900000.0,34.0,0,,20.0,24.0,10,,False,True,,2.0,15506.0,13615.0,0.0,,1.0,767.0
14389,13,4599000.0,49.0,2,,9.0,30.0,8,,False,False,7.0,,35667.0,10185.0,1.0,375.0,1.0,557.0
14390,20,14890000.0,85.0,2,2.8,17.0,38.0,8,,False,False,19.0,,30766.0,8059.0,0.0,,1.0,213.0
14391,7,4400000.0,46.0,2,,5.0,28.0,3,,False,False,7.0,0.0,44930.0,17169.0,0.0,,0.0,
14392,20,6800000.0,40.0,1,2.8,17.0,16.0,13,,False,False,9.0,,39482.0,8741.0,2.0,77.0,0.0,
14393,7,5300000.0,73.2,3,,5.0,47.2,4,,False,False,9.9,0.0,20460.0,15261.0,3.0,220.0,2.0,472.0
14394,0,6990000.0,81.0,3,2.8,7.0,49.0,5,,False,False,11.0,,26557.0,5404.0,1.0,472.0,1.0,411.0
14395,9,6550000.0,50.0,2,2.55,21.0,28.01,10,,False,False,8.02,,43074.0,11831.0,0.0,,0.0,
14396,11,4500000.0,43.0,1,3.0,5.0,24.4,2,,False,False,8.8,,13547.0,9532.0,0.0,,0.0,
14397,7,13000000.0,155.0,5,2.6,12.0,96.4,9,,False,False,19.7,0.0,29503.0,6040.0,1.0,137.0,1.0,802.0
14398,17,7200000.0,68.5,3,3.25,5.0,33.3,5,,False,False,20.0,0.0,27566.0,6998.0,1.0,920.0,1.0,655.0
14399,2,10000000.0,54.2,2,,25.0,35.0,20,,False,False,10.0,,36740.0,12262.0,0.0,,1.0,486.0
14400,18,6500000.0,68.4,2,3.54,4.0,38.7,4,False,False,False,9.8,0.0,26181.0,4883.0,0.0,,0.0,
14401,4,7143060.0,44.7,1,3.0,,13.79,19,,False,False,,,9222.0,11340.0,0.0,,0.0,
14402,4,3190000.0,34.0,1,2.56,14.0,17.5,4,,False,False,7.3,2.0,34016.0,11581.0,1.0,313.0,1.0,1085.0
14403,9,3600000.0,31.0,1,2.55,9.0,16.0,9,,False,False,7.0,,15359.0,6940.0,1.0,420.0,0.0,
14404,15,7557000.0,50.0,1,,16.0,20.0,12,,False,False,9.6,5.0,37593.0,13114.0,1.0,570.0,3.0,502.0
14405,13,6400000.0,52.4,2,2.61,18.0,32.4,17,,False,False,8.7,0.0,33368.0,14467.0,0.0,,1.0,896.0
14406,5,5265000.0,53.47,2,2.7,25.0,29.67,21,,False,False,8.95,2.0,39180.0,16002.0,0.0,,1.0,930.0
14407,12,4700000.0,64.5,3,2.9,5.0,45.0,1,,False,False,7.3,0.0,44993.0,11775.0,1.0,459.0,1.0,927.0
14408,11,19500000.0,126.2,5,,4.0,91.8,4,,False,False,13.0,,22779.0,1698.0,2.0,368.0,3.0,270.0
14409,10,15900000.0,116.2,3,,15.0,53.5,12,,False,False,34.6,5.0,37593.0,13114.0,1.0,570.0,3.0,502.0
14410,15,4999000.0,36.4,1,2.6,23.0,18.3,7,,False,False,9.9,1.0,28959.0,10890.0,1.0,212.0,0.0,
14411,9,4500000.0,34.3,1,,9.0,17.5,3,,False,False,8.9,1.0,,,,,,
14412,8,5050000.0,49.0,1,2.8,16.0,22.4,13,,False,False,13.5,,20866.0,22578.0,0.0,,0.0,
14413,10,7400000.0,77.0,3,2.55,18.0,47.2,10,,False,False,13.5,2.0,14861.0,12449.0,0.0,,0.0,
14414,10,3350000.0,37.1,1,2.5,14.0,21.0,9,,False,False,8.0,2.0,39922.0,12825.0,0.0,,0.0,
14415,20,23600000.0,181.3,4,3.5,7.0,164.7,7,,False,False,10.7,1.0,26902.0,5605.0,3.0,484.0,1.0,305.0
14416,0,3692000.0,36.0,1,,12.0,22.4,8,,False,False,6.9,0.0,9488.0,11553.0,0.0,,0.0,
14417,10,6400000.0,68.0,2,2.7,10.0,33.0,8,,False,False,11.0,1.0,14811.0,13607.0,1.0,609.0,1.0,458.0
14418,10,3700000.0,46.1,2,2.55,9.0,29.5,9,,False,False,6.2,,21248.0,15542.0,0.0,,1.0,244.0
14419,7,22160000.0,277.6,7,3.8,6.0,211.0,3,,False,False,17.8,0.0,25761.0,5671.0,2.0,375.0,1.0,479.0
14420,6,7950000.0,50.4,2,2.8,10.0,28.9,9,,False,False,8.2,2.0,19092.0,4441.0,0.0,,0.0,
14421,4,1846648.0,25.0,1,,23.0,,3,,False,False,,,22089.0,17417.0,0.0,,1.0,136.0
14422,8,15000000.0,145.2,7,,2.0,115.0,2,,False,False,15.0,,26288.0,5135.0,1.0,545.0,0.0,
14423,12,6000000.0,63.0,2,,19.0,32.0,19,,False,False,11.0,,38171.0,15015.0,0.0,,2.0,982.0
